i,Area,Mean,StdDev,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1009,122.66799999999999,28.053,51,156,1401.168,3095.592,133.782,1386,3073,36,46,40.599000000000004,31.644000000000002,109.07799999999999,0.708,46.39,1390,3073,97.431,34.153,1.2830000000000001,0.779,0.889
2,1019,58.233999999999995,55.476000000000006,0,156,200.14700000000002,2027.261,140.569,176,2013,50,27,51.675,25.108,6.683,0.648,51.623999999999995,177,2034,21.595,25.33,2.0580000000000003,0.486,0.9159999999999999
3,1022,139.588,10.092,111,156,2206.343,3197.237,152.125,2189,3177,35,39,40.437,32.18,52.141000000000005,0.555,47.508,2191,3216,49.268,33.679,1.2570000000000001,0.7959999999999999,0.866
4,1042,86.553,50.797,0,156,588.486,2429.821,137.882,573,2406,31,47,48.005,27.636999999999997,63.506,0.6890000000000001,51.108000000000004,577,2452,59.42100000000001,31.0,1.7369999999999999,0.5760000000000001,0.924
5,1044,153.81799999999998,2.04,147,156,57.913999999999994,1977.625,386.659,38,1930,40,89,59.256,22.432,85.045,0.08800000000000001,89.20200000000001,48,1930,93.85700000000001,36.644,2.642,0.379,0.45799999999999996
6,1054,101.072,48.056000000000004,0,156,1177.899,538.43,150.61,1164,513,29,52,49.963,26.86,99.21,0.584,52.345,1172,513,96.58200000000001,28.864,1.86,0.5379999999999999,0.861
7,1072,152.635,2.875,145,156,2551.4139999999998,2408.686,239.52200000000002,2526,2376,44,68,58.053999999999995,23.511,113.678,0.235,73.164,2532,2376,111.656,36.385,2.469,0.405,0.542
8,1074,151.875,3.2319999999999998,140,156,2639.993,3214.86,286.066,2589,3205,120,18,107.539,12.716,177.824,0.165,120.50299999999999,2589,3206,174.763,17.218,8.457,0.11800000000000001,0.6709999999999999
9,1121,59.798,56.251999999999995,0,156,330.74800000000005,3156.558,195.095,291,3133,73,38,62.193999999999996,22.949,13.390999999999998,0.37,73.24600000000001,291,3161,4.699,32.063,2.71,0.369,0.6920000000000001
10,1130,128.24200000000002,30.993000000000002,0,156,3241.0359999999996,965.7410000000001,351.546,3182,930,102,61,66.373,21.677,26.046,0.115,105.773,3182,976,15.35,39.916,3.062,0.327,0.359
11,1136,116.915,32.861999999999995,32,156,792.9960000000001,1402.55,236.392,762,1383,63,47,59.364,24.365,146.2,0.255,72.069,762,1383,150.945,30.298000000000002,2.436,0.41,0.701
12,1173,115.331,40.8,0,156,343.587,1888.204,156.125,328,1858,29,60,63.166000000000004,23.644000000000002,100.676,0.605,62.361999999999995,333,1858,105.819,26.993000000000002,2.6719999999999997,0.374,0.8690000000000001
13,1185,104.705,45.318000000000005,0,156,2222.815,1484.981,161.238,2195,1466,54,41,54.891999999999996,27.486,150.695,0.573,58.31,2195,1470,157.834,34.442,1.9969999999999999,0.501,0.826
14,1197,80.351,49.226000000000006,0,156,1054.537,2411.232,146.024,1038,2384,34,54,56.058,27.186999999999998,113.2,0.705,56.798,1042,2385,116.11399999999999,29.823,2.062,0.485,0.9159999999999999
15,1232,143.174,15.520999999999999,62,156,440.51599999999996,2982.165,292.735,416,2949,60,74,67.582,23.211,62.635,0.18100000000000002,85.796,419,3017,49.254,42.387,2.912,0.34299999999999997,0.47
16,1237,39.459,53.523,0,156,290.594,3100.4640000000004,135.64,271,3082,41,39,44.551,35.353,40.251,0.845,47.63399999999999,274,3118,39.036,37.631,1.26,0.794,0.9570000000000001
