i,Area,Mean,StdDev,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1086,10.785,31.127,0,148,1439.06,1180.29,145.196,1420,1161,38,41,40.442,34.191,84.895,0.647,43.566,1431,1201,58.13399999999999,37.791,1.183,0.845,0.872
2,1326,110.25399999999999,27.206999999999997,28,149,2799.784,223.352,462.35699999999997,2723,194,168,59,76.937,21.944000000000003,168.278,0.078,169.706,2723,222,171.87,55.093,3.5060000000000002,0.285,0.217
3,1454,28.807,45.571000000000005,0,149,959.7589999999999,528.175,181.82299999999998,940,501,41,55,53.075,34.881,96.432,0.5529999999999999,57.28,955,556,73.78,37.647,1.5219999999999998,0.657,0.835
4,1599,16.480999999999998,37.231,0,149,1151.02,1550.5179999999998,208.108,1125,1527,49,56,57.083,35.666,132.203,0.46399999999999997,66.03,1130,1529,125.134,43.13399999999999,1.601,0.625,0.857
5,1827,126.757,16.570999999999998,59,149,275.517,2564.57,270.836,254,2525,44,92,81.657,28.488000000000003,103.34,0.313,94.366,267,2525,102.85799999999999,37.537,2.866,0.349,0.6759999999999999
6,1891,21.641,39.099000000000004,0,149,2615.076,2329.837,251.765,2584,2286,54,74,66.334,36.296,70.987,0.375,84.119,2585,2360,61.607,45.083,1.828,0.547,0.705
7,1988,17.121,37.058,0,149,1124.621,1601.661,248.93599999999998,1098,1566,52,73,69.949,36.186,84.41799999999999,0.40299999999999997,73.553,1117,1566,97.02799999999999,46.053000000000004,1.933,0.517,0.75
8,2077,18.735,41.231,0,149,296.985,1591.3270000000002,285.99,258,1562,83,57,80.074,33.025999999999996,30.034000000000002,0.319,83.024,258,1595,178.62,42.273,2.425,0.41200000000000003,0.763
9,2672,16.997,37.296,0,149,2569.406,2090.958,283.907,2515,2052,89,74,93.001,36.580999999999996,40.148,0.41700000000000004,107.448,2515,2120,38.577,45.519,2.542,0.39299999999999996,0.748
10,3733,19.2,36.172,0,149,2676.4359999999997,2347.085,320.936,2649,2282,53,125,109.698,43.328,80.348,0.455,125.196,2663,2407,86.795,49.155,2.532,0.395,0.82
11,5912,25.476,40.687,0,149,2349.199,2930.236,303.362,2302,2887,96,87,95.02,79.219,155.643,0.807,98.494,2302,2916,164.69400000000002,84.757,1.199,0.8340000000000001,0.922
12,6268,49.016000000000005,50.91,0,149,1334.371,2434.3579999999997,736.95,1273,2388,141,101,101.537,78.59899999999999,173.201,0.145,141.428,1273,2420,4.461,90.595,1.2919999999999998,0.774,0.6509999999999999
13,7130,47.623999999999995,50.595,0,149,2146.459,1554.836,776.105,2082,1460,125,158,112.88799999999999,80.418,55.845,0.149,167.299,2084,1618,70.807,115.42399999999999,1.4040000000000001,0.7120000000000001,0.5489999999999999
14,8891,43.893,46.864,0,149,1174.744,1429.283,610.399,1054,1380,225,107,178.62900000000002,63.373999999999995,160.69899999999998,0.3,230.894,1055,1428,165.96400000000003,87.109,2.819,0.355,0.635
15,23982,79.946,49.42,0,149,1326.717,2220.527,1700.043,1209,1984,193,409,286.135,106.715,82.198,0.10400000000000001,409.176,1348,1984,91.681,191.68900000000002,2.681,0.373,0.42200000000000004
16,25136,72.975,49.117,0,149,1980.283,1431.271,1536.192,1825,1226,298,387,316.374,101.15899999999999,122.53200000000001,0.134,426.61699999999996,1830,1232,127.38,178.672,3.127,0.32,0.48
17,28923,74.126,51.261,0,149,994.495,3032.2490000000003,3816.821,882,2855,209,404,299.04200000000003,123.146,100.574,0.025,408.369,949,2856,99.301,203.78599999999997,2.428,0.41200000000000003,0.488
18,36926,86.71799999999999,51.088,0,149,691.6410000000001,628.258,5397.568,475,402,443,397,305.322,153.987,39.804,0.016,482.32,485,776,50.468,262.48,1.983,0.504,0.41
19,37389,80.637,48.69,0,149,3285.739,815.16,2272.532,3064,627,380,351,290.721,163.749,40.995,0.091,433.291,3065,922,28.99,241.52700000000002,1.775,0.563,0.47700000000000004
20,51023,73.109,50.747,0,149,615.559,1530.066,3771.847,426,1330,466,502,307.926,210.97400000000002,146.666,0.045,520.359,442,1330,105.265,407.384,1.46,0.685,0.381
