i,Area,Mean,StdDev,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1001,24.38,38.553000000000004,0,133,841.165,865.212,120.95299999999999,823,847,39,37,37.736999999999995,33.774,157.05200000000002,0.86,40.853,824,856,158.459,35.355,1.117,0.895,0.9490000000000001
2,1001,112.421,15.262,61,133,355.07,2885.2129999999997,210.93599999999998,330,2855,47,55,52.125,24.451,57.794,0.28300000000000003,59.506,342,2909,65.158,38.626,2.1319999999999997,0.469,0.625
3,1006,107.383,21.115,26,133,3089.907,2516.156,280.492,3070,2482,35,78,64.944,19.723,101.383,0.161,78.313,3091,2482,95.12799999999999,34.785,3.293,0.304,0.522
4,1010,130.754,2.821,115,133,3298.433,1536.836,342.475,3270,1479,68,116,96.542,13.32,119.882,0.10800000000000001,127.016,3279,1480,117.17,28.178,7.247999999999999,0.138,0.363
5,1012,99.994,24.399,16,133,2000.404,206.78900000000002,244.97799999999998,1983,183,41,64,48.76,26.426,95.929,0.212,69.778,1993,184,115.463,40.954,1.845,0.542,0.508
6,1026,85.523,31.925,0,133,2057.101,3226.5679999999998,178.551,2037,3207,45,36,42.199,30.956999999999997,152.00799999999998,0.40399999999999997,49.244,2037,3219,156.03799999999998,35.666,1.3630000000000002,0.7340000000000001,0.8
7,1038,128.34799999999998,4.092,116,133,1176.91,2907.87,298.191,1153,2864,54,90,77.982,16.948,58.918,0.147,101.53299999999999,1160,2954,62.425,27.36,4.601,0.217,0.5720000000000001
8,1041,129.686,2.425,121,133,77.71600000000001,561.082,204.208,50,543,71,47,62.111999999999995,21.34,29.803,0.314,74.947,50,574,18.677,30.603,2.911,0.344,0.621
9,1045,72.943,44.107,0,133,68.2,2120.366,176.752,41,2107,58,32,62.50899999999999,21.285,14.796,0.42,64.008,42,2138,28.968000000000004,24.862,2.937,0.341,0.821
10,1046,122.921,7.691,101,133,1704.7910000000002,750.323,273.12,1651,720,101,49,87.921,15.148,159.619,0.17600000000000002,109.385,1651,720,157.42,25.935,5.803999999999999,0.172,0.483
11,1070,84.564,34.644,0,133,40.884,3206.71,250.149,24,3174,38,68,65.455,20.814,73.113,0.215,72.111,35,3242,70.56,28.996,3.145,0.318,0.665
12,1075,85.98700000000001,35.028,6,133,2184.781,182.10299999999998,193.82299999999998,2169,152,36,66,57.306999999999995,23.884,71.605,0.36,67.082,2176,218,79.695,32.374,2.399,0.41700000000000004,0.71
13,1096,92.84200000000001,28.706999999999997,0,133,950.8739999999999,1005.715,173.238,926,988,52,36,51.068000000000005,27.326,18.042,0.45899999999999996,54.231,928,1023,22.781999999999996,29.441,1.869,0.535,0.7929999999999999
14,1100,40.704,47.352,0,133,1474.565,1672.266,210.208,1436,1650,62,41,48.985,28.590999999999998,152.07,0.313,64.288,1436,1665,164.667,33.063,1.713,0.584,0.722
15,1109,109.876,16.649,71,133,555.322,3164.866,370.517,522,3117,73,88,72.028,19.604,126.16,0.102,113.70100000000001,522,3117,129.289,31.982,3.674,0.272,0.462
16,1112,125.431,7.2989999999999995,89,133,16.027,2087.53,333.765,8,2024,17,141,124.445,11.377,87.083,0.125,141.287,13,2165,86.348,17.0,10.937999999999999,0.091,0.589
17,1146,119.68,12.593,75,133,1137.115,1874.319,333.74699999999996,1110,1822,50,83,46.033,31.697,99.20700000000001,0.129,83.21700000000001,1132,1905,85.865,50.0,1.452,0.6890000000000001,0.43
18,1155,102.15299999999999,22.862,40,133,922.5210000000001,3291.782,239.66400000000002,892,3269,62,52,58.26,25.241999999999997,142.887,0.253,67.119,893,3285,155.344,39.175,2.3080000000000003,0.433,0.604
