i,Area,Mean,StdDev,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1016,127.65100000000001,6.447,105,136,1533.132,209.263,194.551,1517,174,33,66,56.593,22.858,77.012,0.337,68.622,1524,239,71.301,28.279,2.476,0.40399999999999997,0.701
2,1023,126.926,5.452000000000001,108,136,1686.5439999999999,55.181000000000004,206.108,1665,32,43,54,54.59,23.86,53.568999999999996,0.303,59.933,1679,86,64.29,28.4,2.2880000000000003,0.43700000000000006,0.763
3,1030,127.68700000000001,7.54,59,136,687.6610000000001,91.62100000000001,205.179,665,67,52,46,44.034,29.781999999999996,35.336999999999996,0.307,56.851000000000006,672,109,39.289,34.328,1.479,0.6759999999999999,0.6679999999999999
4,1036,123.426,10.13,96,136,996.6039999999999,142.44,226.35,966,124,58,46,49.321999999999996,26.744,148.237,0.254,61.847,967,132,157.166,34.785,1.844,0.542,0.617
5,1038,126.176,7.954,99,136,1423.0420000000001,522.089,197.622,1397,499,45,43,37.838,34.928000000000004,156.043,0.33399999999999996,51.478,1397,517,150.945,38.672,1.083,0.9229999999999999,0.741
6,1057,128.297,5.454,114,136,3415.7470000000003,2643.699,243.38,3362,2623,90,42,82.345,16.344,167.47799999999998,0.22399999999999998,96.566,3362,2630,158.749,30.105,5.038,0.198,0.511
7,1058,128.684,5.459,103,136,1934.816,487.025,179.238,1910,461,49,51,60.916000000000004,22.114,128.453,0.414,66.528,1910,466,137.437,28.6,2.755,0.363,0.764
8,1064,130.063,5.345,113,136,1465.501,623.697,224.83599999999998,1449,589,30,64,58.817,23.033,95.699,0.264,65.0,1457,589,104.25,29.656,2.5540000000000003,0.392,0.725
9,1079,127.00200000000001,6.138,112,136,1486.126,176.019,221.179,1469,143,35,68,66.138,20.772,73.294,0.27699999999999997,71.169,1480,211,72.83800000000001,25.752,3.1839999999999997,0.314,0.746
10,1144,126.37100000000001,8.802999999999999,98,136,91.831,1405.9370000000001,187.96599999999998,69,1384,52,49,50.711000000000006,28.723000000000003,38.042,0.40700000000000003,58.00899999999999,74,1432,35.882,36.393,1.765,0.5660000000000001,0.7440000000000001
11,1185,129.32,6.343999999999999,106,136,256.413,155.954,216.007,222,140,63,37,57.604,26.193,163.47799999999998,0.319,64.637,226,140,145.08100000000002,30.041999999999998,2.199,0.455,0.745
12,1197,126.881,5.88,113,136,1633.4229999999998,288.317,254.108,1612,234,51,95,96.495,15.794,64.89,0.233,105.589,1612,327,61.736000000000004,22.058000000000003,6.109,0.16399999999999998,0.657
13,1199,122.833,7.627000000000001,104,136,369.86199999999997,107.39200000000001,210.267,356,57,24,86,77.041,19.816,87.199,0.341,86.023,376,57,91.33200000000001,24.0,3.888,0.257,0.778
14,1212,73.22399999999999,47.47,0,136,321.488,1384.674,203.907,291,1361,61,57,61.733000000000004,24.997,37.981,0.366,65.92399999999999,291,1392,22.285999999999998,38.95,2.47,0.405,0.685
15,1212,26.338,42.846000000000004,0,136,1108.499,2974.248,285.505,1056,2933,104,74,113.225,13.629000000000001,32.580999999999996,0.187,117.137,1057,3004,31.383000000000003,24.389,8.308,0.12,0.517
16,1222,29.201999999999998,44.782,0,136,2466.137,1827.1670000000001,319.203,2436,1769,65,123,106.23100000000001,14.645999999999999,63.175,0.151,127.44,2461,1892,71.707,31.868000000000002,7.252999999999999,0.138,0.44
17,1240,126.256,6.572,104,136,589.033,87.42200000000001,239.078,572,43,30,86,83.999,18.796,86.689,0.273,86.052,590,43,91.99799999999999,29.619,4.468999999999999,0.22399999999999998,0.616
18,1330,126.88,5.475,108,136,1878.483,147.803,193.48,1858,115,41,59,49.233000000000004,34.396,109.133,0.446,63.953,1868,115,116.96600000000001,38.982,1.431,0.6990000000000001,0.7609999999999999
19,1359,126.58200000000001,6.077000000000001,110,136,2929.559,568.841,220.894,2915,534,30,77,71.495,24.201999999999998,79.669,0.35,77.929,2928,611,81.142,28.107,2.9539999999999997,0.33899999999999997,0.794
20,1375,127.62799999999999,7.021,102,136,925.413,150.384,255.865,906,117,38,81,67.255,26.031,92.68,0.264,84.43299999999999,917,118,108.65,36.495,2.5839999999999996,0.387,0.609
21,1393,119.46700000000001,20.37,26,136,433.092,123.515,370.759,405,70,57,90,67.661,26.213,97.84299999999999,0.127,90.796,429,70,97.595,47.053999999999995,2.5810000000000004,0.387,0.47200000000000003
22,1396,128.161,6.727,68,136,287.466,487.45599999999996,232.007,271,448,38,74,73.652,24.133000000000003,102.161,0.326,77.492,284,448,107.266,32.18,3.052,0.32799999999999996,0.691
23,1419,33.669000000000004,46.386,0,136,2962.052,3221.485,384.25699999999995,2922,3148,105,139,124.76899999999999,14.481,53.361999999999995,0.121,172.609,2922,3285,52.533,26.976,8.616,0.11599999999999999,0.46799999999999997
24,1483,111.681,10.517999999999999,91,136,1171.4660000000001,238.489,163.882,1143,222,63,32,61.246,30.83,178.673,0.6940000000000001,63.64,1143,236,171.87,32.0,1.9869999999999999,0.503,0.9440000000000001
25,1547,126.535,5.956,109,136,1309.98,148.241,256.35,1271,130,82,33,78.517,25.086,175.044,0.29600000000000004,82.735,1271,140,172.36,33.0,3.13,0.32,0.7490000000000001
26,1589,126.89399999999999,6.141,104,136,3158.365,136.329,260.04900000000004,3104,114,90,48,73.78,27.421999999999997,20.51,0.295,100.18,3104,159,26.053,39.452,2.6910000000000003,0.37200000000000005,0.6559999999999999
27,1646,69.41,34.671,0,136,2200.197,150.262,247.238,2150,130,102,33,99.04700000000001,21.159000000000002,170.22099999999998,0.33799999999999997,105.262,2150,130,165.7,27.721,4.681,0.214,0.726
28,1702,127.027,7.07,101,136,3056.6259999999997,207.253,345.931,3018,174,73,71,65.62100000000001,33.024,35.068000000000005,0.179,80.062,3045,245,62.475,45.461000000000006,1.9869999999999999,0.503,0.58
29,1706,127.73899999999999,5.902,100,136,2416.681,1548.75,310.291,2398,1493,39,95,84.245,25.784000000000002,103.209,0.223,97.985,2398,1493,104.178,34.760999999999996,3.267,0.306,0.662
30,1711,126.22200000000001,7.449,74,136,1549.433,299.848,286.149,1519,259,63,86,95.287,22.863000000000003,55.805,0.263,102.416,1520,345,54.137,36.635999999999996,4.168,0.24,0.619
31,1803,129.586,5.358,110,136,1078.045,249.083,367.48699999999997,1030,222,100,63,96.49,23.791,29.789,0.168,110.92299999999999,1030,277,25.641,34.266,4.056,0.247,0.617
32,1810,126.42,6.082999999999999,101,136,1317.246,194.543,319.078,1289,169,55,64,61.788999999999994,37.297,49.59,0.223,80.43,1294,233,51.563,47.11,1.6569999999999998,0.604,0.706
33,2344,124.053,8.568999999999999,91,136,1540.77,609.622,320.492,1518,549,49,112,106.155,28.114,102.995,0.287,114.978,1518,549,103.069,38.054,3.7760000000000002,0.265,0.6779999999999999
34,2355,123.25399999999999,8.004,96,136,1596.0179999999998,198.014,433.019,1567,137,58,111,74.995,39.982,65.83800000000001,0.158,113.464,1580,242,67.73,46.716,1.876,0.5329999999999999,0.578
35,2413,125.346,7.841,96,136,2323.3320000000003,1903.464,339.505,2269,1873,107,58,109.59100000000001,28.035,161.03799999999998,0.263,110.603,2269,1885,165.33599999999998,34.931999999999995,3.909,0.256,0.7240000000000001
36,2452,22.725,41.523999999999994,0,136,3262.038,3000.117,547.831,3161,2948,217,100,172.18,18.132,164.71900000000002,0.10300000000000001,236.88400000000001,3161,2953,156.357,35.393,9.496,0.105,0.381
37,2491,125.26899999999999,7.61,100,136,1193.7160000000001,270.62,438.70099999999996,1141,235,121,66,114.178,27.778000000000002,20.936999999999998,0.163,128.316,1143,288,21.967,40.021,4.11,0.243,0.618
38,2713,123.932,9.463,81,136,1252.141,312.58,641.294,1168,261,147,102,123.25299999999999,28.026,29.697,0.083,158.095,1168,343,23.484,51.93,4.398,0.22699999999999998,0.40700000000000003
39,2756,118.473,14.167,75,136,914.867,1401.645,351.889,863,1369,102,63,82.117,42.732,170.41299999999998,0.28,104.785,863,1383,166.75900000000001,62.306000000000004,1.922,0.52,0.64
40,2764,61.089,44.34,0,136,1124.948,1529.635,490.416,1082,1493,128,90,80.384,43.78,31.805,0.14400000000000002,129.40200000000002,1082,1539,8.443,78.548,1.8359999999999999,0.545,0.381
41,2919,99.45,38.179,0,136,1282.695,567.873,473.103,1250,496,58,126,96.324,38.584,75.78,0.16399999999999998,128.082,1275,622,79.655,58.0,2.496,0.401,0.597
42,3200,59.13399999999999,48.853,0,136,890.181,1606.799,628.423,783,1575,186,75,114.405,35.614000000000004,5.107,0.102,191.84599999999998,783,1642,14.181,64.911,3.2119999999999997,0.311,0.342
43,3465,127.646,5.871,107,136,1379.53,801.56,600.6419999999999,1352,699,49,204,172.41,25.589000000000002,98.258,0.121,206.81400000000002,1364,699,99.462,39.52,6.7379999999999995,0.14800000000000002,0.557
44,3523,33.093,42.886,0,136,2048.929,236.102,640.808,2019,131,87,253,152.356,29.441999999999997,76.888,0.10800000000000001,259.341,2039,384,77.303,65.05,5.175,0.193,0.32299999999999995
45,4003,60.651,54.426,0,136,3418.1090000000004,2406.27,906.8330000000001,3367,2299,88,221,115.37200000000001,44.177,81.242,0.061,228.232,3389,2520,75.538,86.334,2.612,0.38299999999999995,0.292
46,5560,86.509,47.467,0,136,914.975,1268.742,1047.627,853,1140,122,225,134.33100000000002,52.7,65.804,0.064,228.18599999999998,874,1365,80.414,91.161,2.549,0.392,0.359
47,5884,16.109,35.291,0,136,3133.228,2931.288,892.188,2934,2883,337,99,203.065,36.893,173.075,0.09300000000000001,345.909,2934,2895,166.968,73.12899999999999,5.504,0.182,0.321
48,6383,19.737000000000002,32.949,0,136,903.263,3225.684,865.654,817,3150,137,250,126.795,64.097,97.48100000000001,0.107,251.149,913,3400,84.516,131.795,1.9780000000000002,0.506,0.313
49,6560,96.68700000000001,30.201999999999998,11,136,1039.522,1645.14,700.867,955,1589,160,107,137.093,60.925,15.383,0.168,165.52,956,1658,16.136,96.291,2.25,0.444,0.5489999999999999
