i,Area,Mean,StdDev,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1005,80.314,15.822000000000001,50,111,549.266,3329.532,130.811,534,3305,30,46,46.056000000000004,27.784000000000002,109.13,0.738,50.99,541,3305,115.56,29.605,1.6580000000000001,0.603,0.9309999999999999
2,1008,24.427,35.576,0,111,3041.335,2093.428,293.203,3017,2047,53,80,59.494,21.572,71.45100000000001,0.147,95.964,3017,2127,56.476000000000006,43.565,2.758,0.363,0.386
3,1015,103.20299999999999,5.417999999999999,85,111,1812.5910000000001,726.288,189.96599999999998,1797,698,33,62,56.692,22.796,81.914,0.353,62.29,1809,760,84.47200000000001,30.363000000000003,2.487,0.402,0.6890000000000001
4,1027,97.306,9.227,57,111,450.971,2958.39,227.037,432,2915,41,78,63.417,20.619,61.567,0.25,82.541,442,2993,70.907,27.936999999999998,3.076,0.325,0.643
5,1060,103.649,5.147,77,111,1749.595,3398.86,200.69299999999998,1728,3371,38,65,59.26,22.775,108.65899999999999,0.331,68.007,1734,3371,107.103,30.288,2.602,0.384,0.6659999999999999
6,1096,35.582,35.889,0,111,2847.784,296.707,232.007,2807,272,80,46,90.447,15.429,26.763,0.256,90.824,2807,316,28.258000000000003,21.851,5.862,0.171,0.7070000000000001
7,1112,100.18700000000001,7.7139999999999995,80,111,134.96,2382.491,214.451,117,2351,37,77,66.494,21.293000000000003,68.884,0.304,79.812,121,2428,74.745,28.164,3.123,0.32,0.677
8,1113,99.14200000000001,10.163,70,111,1000.069,1926.111,212.451,987,1897,35,61,61.451,23.061,79.00399999999999,0.31,63.56100000000001,988,1956,65.854,31.723000000000003,2.665,0.375,0.679
9,1121,9.079,25.019000000000002,0,111,135.209,481.631,149.539,121,456,31,54,53.035,26.913,75.005,0.63,55.317,132,510,77.471,30.537,1.9709999999999999,0.507,0.867
10,1122,104.52,4.726,89,111,1386.9289999999999,1976.576,257.22,1368,1944,50,73,66.307,21.545,63.331,0.213,77.492,1382,2017,70.396,32.977,3.0780000000000003,0.325,0.5489999999999999
