i,Area,Mean,StdDev,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1030,98.86200000000001,5.849,72,107,890.8580000000001,3291.133,214.007,873,3262,33,60,55.468,23.643,81.214,0.28300000000000003,61.611999999999995,887,3322,76.866,31.910999999999998,2.346,0.426,0.7290000000000001
2,1059,95.368,8.351,71,107,211.801,1638.505,263.563,193,1590,43,90,83.24700000000001,16.197,111.65700000000001,0.192,96.566,198,1590,111.251,22.603,5.14,0.195,0.635
3,1106,91.16,13.395999999999999,47,107,887.196,3051.5809999999997,189.96599999999998,862,3027,51,52,60.147,23.413,131.798,0.385,71.449,863,3027,133.299,27.534000000000002,2.569,0.389,0.818
4,1236,88.99,9.782,69,107,1314.5220000000002,2537.37,144.752,1297,2512,41,46,43.044,36.56,78.234,0.741,48.38399999999999,1303,2558,71.94,40.277,1.177,0.8490000000000001,0.914
5,1259,94.581,9.157,62,107,1241.89,2257.085,166.65200000000002,1221,2235,42,46,49.614,32.31,126.302,0.57,55.317,1225,2239,130.601,34.384,1.536,0.6509999999999999,0.895
6,1278,98.537,5.154,79,107,884.1669999999999,3219.0679999999998,184.752,868,3181,38,65,59.063,27.55,100.693,0.47100000000000003,65.123,877,3181,93.521,36.754,2.144,0.466,0.789
7,1284,101.99799999999999,3.852,87,107,1320.7379999999998,2208.147,357.103,1284,2168,71,78,84.258,19.403,131.908,0.127,95.603,1295,2170,127.34899999999999,31.379,4.343,0.23,0.53
8,1297,95.406,7.834,74,107,222.88400000000001,1740.395,228.25,198,1703,52,75,77.266,21.373,58.71,0.313,82.152,199,1777,58.438,35.796,3.615,0.27699999999999997,0.628
9,1303,97.137,7.749,69,107,2353.7929999999997,1980.692,265.806,2333,1955,53,48,48.77,34.018,151.816,0.23199999999999998,70.093,2334,1955,137.891,44.727,1.4340000000000002,0.698,0.6759999999999999
10,1314,99.539,5.6129999999999995,78,107,33.372,286.72900000000004,287.019,10,248,41,77,74.39399999999999,22.489,81.854,0.2,85.0,11,325,64.942,34.805,3.3080000000000003,0.302,0.581
11,1321,89.844,9.262,65,107,1500.1170000000002,65.5,193.72299999999998,1477,26,43,70,67.679,24.851999999999997,64.32600000000001,0.442,79.17699999999999,1481,96,62.14,31.413,2.7230000000000003,0.36700000000000005,0.787
12,1431,94.382,8.171,72,107,1690.9979999999998,2205.3289999999997,263.46299999999997,1669,2170,50,63,50.808,35.861,66.391,0.259,65.46,1671,2232,71.288,39.567,1.4169999999999998,0.706,0.69
13,1471,90.023,11.867,52,107,1576.129,77.532,251.078,1552,36,42,78,63.126000000000005,29.67,83.417,0.293,79.429,1568,36,100.88600000000001,39.455,2.128,0.47,0.655
14,1538,92.87,9.652000000000001,59,107,398.215,325.526,375.83099999999996,343,287,109,79,118.992,16.457,35.95,0.13699999999999998,129.541,343,359,32.709,26.844,7.23,0.138,0.542
15,1570,85.665,23.093000000000004,0,107,3429.2659999999996,376.48699999999997,351.74699999999996,3408,325,38,96,89.85799999999999,22.246,82.95200000000001,0.159,98.08200000000001,3411,419,73.413,30.068,4.039,0.248,0.612
16,2017,15.05,29.552,0,107,781.888,2678.324,347.30400000000003,703,2642,126,74,116.78299999999999,21.991,30.991,0.21,138.224,703,2714,25.267,33.903,5.311,0.188,0.5760000000000001
17,2119,8.064,20.789,0,107,2693.2059999999997,1044.047,221.137,2654,1028,82,36,80.991,33.312,1.291,0.545,82.389,2654,1050,5.572,36.0,2.431,0.41100000000000003,0.871
18,2236,6.324,19.788,0,107,2383.315,1136.4089999999999,206.69299999999998,2348,1111,70,54,74.507,38.211,152.082,0.6579999999999999,74.431,2349,1115,149.3,41.591,1.95,0.513,0.909
19,2347,20.886,31.038,0,107,241.49400000000003,1438.884,491.085,198,1384,78,100,78.75,37.946,123.461,0.122,110.023,216,1384,115.866,61.2,2.075,0.48200000000000004,0.483
20,2671,95.227,8.306000000000001,67,107,216.171,1564.494,439.63,185,1488,60,151,122.054,27.863000000000003,101.227,0.174,152.453,211,1488,97.91799999999999,48.036,4.38,0.228,0.547
21,2963,75.827,28.643,0,107,1491.089,2202.743,824.205,1393,2164,179,100,123.97399999999999,30.430999999999997,19.434,0.055,189.65200000000002,1393,2261,27.646,71.258,4.074,0.245,0.28800000000000003
22,3260,63.395,30.299,0,107,1557.918,2430.507,568.867,1499,2375,133,95,112.096,37.029,150.88,0.127,143.422,1511,2384,147.529,60.563,3.0269999999999997,0.33,0.53
23,5685,68.564,32.411,0,107,1402.3010000000002,2360.548,1462.026,1315,2270,209,192,104.86200000000001,69.028,36.448,0.033,219.477,1315,2417,17.775,158.296,1.5190000000000001,0.6579999999999999,0.226
24,6891,32.553000000000004,36.414,0,107,1179.557,2022.484,1427.131,1051,1946,206,179,100.555,87.25399999999999,20.781999999999996,0.043,234.955,1051,1969,149.287,162.892,1.1520000000000001,0.868,0.258
25,12855,56.04,34.262,0,107,235.705,264.548,1769.731,108,171,227,220,161.59,101.29,44.821000000000005,0.052000000000000005,286.421,131,391,45.99,209.459,1.595,0.627,0.327
26,41708,54.455,36.498000000000005,0,107,3172.703,2965.091,3073.032,2951,2776,426,452,261.494,203.081,38.844,0.055999999999999994,464.957,3179,3228,76.442,358.74199999999996,1.288,0.777,0.33
27,44386,59.025,36.602,0,107,2016.97,1030.7910000000002,5093.692,1768,760,565,490,252.47799999999998,223.83700000000002,162.9,0.021,567.121,1768,1242,4.957,487.164,1.128,0.887,0.242
