i,Area,Mean,StdDev,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
13,1118,10.933,26.186,0,110,2207.167,3295.657,157.924,2191,3270,33,55,54.736999999999995,26.006,79.907,0.563,55.326,2206,3325,83.774,29.195,2.105,0.475,0.84
14,1143,97.964,8.135,71,110,3359.034,1174.329,213.765,3332,1142,54,63,65.70100000000001,22.151,131.908,0.314,71.344,3334,1144,121.23899999999999,35.778,2.966,0.337,0.636
15,1143,100.012,8.459,64,110,2947.805,1429.4620000000002,386.86,2922,1399,53,70,55.107,26.409000000000002,99.743,0.096,81.025,2923,1402,125.455,50.864,2.0869999999999997,0.479,0.41100000000000003
16,1145,95.78299999999999,10.742,64,110,3191.873,1810.996,322.534,3162,1779,63,70,63.883,22.820999999999998,43.968999999999994,0.138,90.139,3167,1849,49.95,39.391,2.799,0.35700000000000004,0.462
17,1151,105.57,3.94,82,110,1478.483,1447.05,276.978,1459,1397,39,94,81.351,18.014,109.32600000000001,0.18899999999999997,97.801,1464,1397,106.02600000000001,27.335,4.516,0.221,0.551
18,1157,95.78,18.345,0,110,2432.377,278.433,269.907,2410,226,39,93,64.878,22.706,94.90299999999999,0.2,96.04700000000001,2415,226,104.47,37.816,2.8569999999999998,0.35,0.47200000000000003
19,1168,103.49600000000001,5.506,91,110,43.41,2870.1929999999998,327.99,18,2828,48,101,65.74600000000001,22.619,106.396,0.136,101.4,53,2828,95.09200000000001,43.668,2.907,0.344,0.409
20,1182,82.587,24.143,0,110,2140.808,1526.8220000000001,269.362,2107,1497,54,54,50.073,30.055,51.348,0.205,63.82,2121,1549,54.567,44.74,1.666,0.6,0.569
21,1216,65.21600000000001,17.855,30,110,2798.066,1734.243,163.924,2765,1719,67,30,63.611000000000004,24.339000000000002,166.55599999999998,0.569,69.376,2765,1724,164.96200000000002,27.755,2.614,0.38299999999999995,0.89
22,1222,67.366,32.705,0,110,306.45099999999996,2879.9570000000003,197.037,283,2846,47,72,75.459,20.619,119.88,0.396,78.39,292,2846,113.295,25.717,3.66,0.273,0.768
23,1232,98.205,6.372999999999999,82,110,46.919,2544.313,232.794,23,2496,48,87,92.87700000000001,16.889,115.234,0.28600000000000003,95.294,24,2496,118.179,23.372,5.499,0.182,0.662
24,1233,100.48,7.062,80,110,2203.973,883.4789999999999,323.404,2170,820,72,116,121.445,12.927,117.53299999999999,0.14800000000000002,133.959,2175,820,120.01,20.9,9.395,0.106,0.552
25,1244,101.84700000000001,5.895,66,110,2588.74,1555.243,256.149,2567,1520,52,78,48.24100000000001,32.833,66.102,0.23800000000000002,78.313,2578,1520,95.12799999999999,49.122,1.469,0.6809999999999999,0.502
26,1247,32.574,37.938,0,110,1956.536,1363.8470000000002,214.35,1913,1340,81,53,88.572,17.926,32.349000000000004,0.341,93.295,1913,1392,30.964000000000002,21.748,4.941,0.20199999999999999,0.797
27,1256,101.025,6.774,82,110,1562.9589999999998,3154.1940000000004,301.161,1524,3106,100,79,92.92,17.21,141.907,0.174,122.413,1525,3106,143.97299999999998,31.288,5.399,0.185,0.419
28,1262,93.17,12.648,50,110,2961.492,2266.4829999999997,470.642,2914,2238,96,66,85.568,18.778,157.061,0.07200000000000001,112.071,2914,2239,145.17600000000002,37.889,4.5569999999999995,0.21899999999999997,0.42100000000000004
29,1283,103.164,5.691,85,110,3368.343,1595.207,325.647,3331,1550,70,102,88.04,18.555,121.307,0.152,118.84899999999999,3331,1550,120.881,31.483,4.745,0.21100000000000002,0.442
30,1289,104.177,4.062,89,110,100.855,1869.037,215.865,87,1830,27,80,76.815,21.366,82.786,0.348,80.623,91,1910,82.875,25.245,3.595,0.278,0.789
31,1296,97.809,12.675,9,110,2918.683,2830.522,353.605,2899,2776,40,102,79.98,20.631999999999998,100.805,0.13,104.139,2907,2776,101.634,29.391,3.877,0.258,0.5329999999999999
32,1331,102.70200000000001,4.667,88,110,69.652,2620.294,260.978,40,2590,64,54,47.193000000000005,35.91,5.102,0.24600000000000002,64.777,40,2634,8.881,53.744,1.314,0.7609999999999999,0.5379999999999999
33,1334,103.61200000000001,5.225,84,110,110.06299999999999,2079.187,315.12,69,2044,84,70,56.15,30.249000000000002,165.96900000000002,0.16899999999999998,91.236,71,2045,153.997,58.684,1.8559999999999999,0.539,0.37200000000000005
34,1339,96.927,9.314,69,110,2987.305,2806.796,425.529,2956,2759,76,90,52.062,32.747,94.13600000000001,0.09300000000000001,94.868,2956,2759,108.435,70.205,1.59,0.629,0.35600000000000004
35,1348,100.823,8.323,37,110,2655.5879999999997,1193.26,252.77700000000002,2625,1159,58,56,46.663999999999994,36.781,42.994,0.265,63.246,2637,1211,55.305,48.406000000000006,1.2690000000000001,0.7879999999999999,0.643
36,1361,93.126,11.567,59,110,2981.986,1694.761,427.38699999999994,2937,1638,73,105,64.55,26.846,121.21700000000001,0.094,113.846,2941,1638,112.736,47.1,2.404,0.41600000000000004,0.374
37,1369,93.499,11.776,24,110,2927.4570000000003,2112.8070000000002,333.848,2909,2047,35,113,81.415,21.41,91.62,0.154,113.28299999999999,2916,2047,94.05,34.673,3.803,0.263,0.465
38,1374,98.255,8.815,42,110,2680.046,2088.885,280.978,2643,2071,93,47,74.65100000000001,23.435,18.42,0.21899999999999997,98.351,2643,2112,18.988,40.238,3.185,0.314,0.529
39,1379,105.865,3.5010000000000003,91,110,3046.952,561.868,345.647,3020,510,48,84,58.551,29.987,75.94,0.145,87.09200000000001,3024,594,74.687,46.82899999999999,1.953,0.512,0.45899999999999996
40,1387,100.391,6.513999999999999,67,110,2728.204,1990.606,280.877,2709,1942,43,85,67.071,26.33,102.48,0.221,85.376,2729,1942,95.37700000000001,31.93,2.5469999999999997,0.39299999999999996,0.625
41,1390,101.946,6.627000000000001,73,110,2364.485,561.755,361.345,2320,502,95,110,124.523,14.213,130.122,0.134,142.636,2323,502,130.166,22.316999999999997,8.761000000000001,0.114,0.522
42,1390,100.471,6.742000000000001,75,110,2730.8579999999997,1795.935,355.70599999999996,2703,1740,51,100,69.988,25.287,105.42200000000001,0.138,104.995,2712,1740,107.745,49.703,2.7680000000000002,0.361,0.405
43,1472,99.834,8.011000000000001,75,110,2993.421,1583.281,390.416,2953,1528,74,101,58.435,32.074,115.296,0.121,104.809,2954,1528,105.495,55.943000000000005,1.8219999999999998,0.5489999999999999,0.374
44,1515,99.137,9.294,21,110,2919.796,2300.007,478.884,2866,2253,103,96,104.5,18.459,143.33700000000002,0.083,132.276,2867,2253,133.468,34.774,5.6610000000000005,0.177,0.418
45,1533,96.853,9.211,70,110,2313.839,373.72900000000004,600.683,2270,307,74,184,90.47,21.575,110.766,0.053,190.41299999999998,2292,307,104.912,46.201,4.1930000000000005,0.23800000000000002,0.243
46,1540,101.86200000000001,5.761,82,110,1665.6779999999999,3318.822,391.20300000000003,1632,3249,69,142,140.749,13.931,111.211,0.126,149.265,1644,3249,107.949,25.555999999999997,10.103,0.099,0.493
47,1573,85.09700000000001,15.424000000000001,37,110,2843.3959999999997,1585.7679999999998,268.392,2819,1550,55,61,52.75,37.968,133.871,0.27399999999999997,61.611999999999995,2841,1550,103.134,46.717,1.389,0.72,0.6970000000000001
48,1617,71.062,36.205999999999996,0,110,495.28,2767.317,350.676,472,2734,58,64,52.747,39.032,131.898,0.165,73.878,481,2734,129.50799999999998,52.207,1.351,0.74,0.586
49,1624,76.727,21.581999999999997,0,110,546.328,2774.2909999999997,253.765,522,2735,46,83,71.268,29.013,107.24,0.317,83.726,524,2735,97.54899999999999,40.867,2.456,0.40700000000000003,0.622
50,1626,96.568,10.399000000000001,67,110,3313.445,2566.656,308.676,3277,2528,76,76,60.581,34.174,139.314,0.214,88.837,3302,2528,121.185,59.691,1.7730000000000001,0.564,0.49700000000000005
51,1709,104.214,5.261,79,110,2653.5759999999996,1247.897,537.269,2597,1197,115,120,92.022,23.646,141.582,0.07400000000000001,162.05200000000002,2601,1197,132.749,47.068999999999996,3.892,0.257,0.308
52,1711,76.293,16.137999999999998,38,110,2864.2070000000003,1712.855,219.52200000000002,2829,1684,61,56,56.928000000000004,38.268,16.084,0.446,64.885,2830,1721,24.59,51.261,1.4880000000000002,0.672,0.723
53,1711,57.58,28.44,0,110,3353.3590000000004,1497.244,246.635,3320,1453,70,84,101.445,21.475,135.651,0.353,101.53299999999999,3322,1454,129.806,27.396,4.724,0.212,0.742
54,1751,77.296,24.447,1,110,3338.0559999999996,2847.1259999999997,336.475,3310,2802,74,96,92.991,23.975,55.878,0.19399999999999998,108.005,3319,2897,53.661,39.364000000000004,3.8789999999999996,0.258,0.525
55,1760,88.59899999999999,23.881999999999998,0,110,419.845,2816.508,355.546,393,2785,57,74,56.525,39.645,126.265,0.175,81.988,397,2787,120.005,52.474,1.426,0.701,0.5870000000000001
56,1768,99.209,8.333,44,110,2906.425,1457.24,380.61699999999996,2866,1409,86,89,81.60600000000001,27.585,126.056,0.153,110.635,2866,1420,139.399,49.477,2.958,0.33799999999999997,0.42
57,1793,100.545,7.805,74,110,3425.539,1843.356,392.416,3389,1805,62,89,57.297,39.843,103.439,0.146,90.736,3393,1817,121.93799999999999,61.585,1.4380000000000002,0.695,0.502
58,1797,83.226,17.477999999999998,0,110,3011.877,1844.065,385.546,2997,1773,36,136,110.363,20.732,92.177,0.152,136.235,3003,1773,93.366,36.0,5.3229999999999995,0.188,0.47
59,1798,98.602,7.997999999999999,68,110,2731.426,1280.6760000000002,312.191,2709,1217,47,115,108.539,21.092,104.725,0.23199999999999998,115.624,2729,1217,95.95700000000001,33.554,5.146,0.19399999999999998,0.547
60,1801,101.251,7.428,61,110,3159.437,2897.298,547.169,3112,2856,86,78,50.66,45.263999999999996,13.66,0.076,87.681,3122,2867,135.0,76.594,1.119,0.893,0.365
61,1810,96.73899999999999,8.216000000000001,47,110,2303.857,58.641999999999996,318.09,2270,5,59,102,102.463,22.491999999999997,115.821,0.225,108.84899999999999,2283,5,110.43299999999999,29.353,4.556,0.22,0.6609999999999999
62,1861,100.20700000000001,7.466,50,110,2039.7079999999999,127.381,252.877,2012,90,51,74,67.30199999999999,35.207,99.594,0.366,75.133,2034,90,99.964,50.477,1.912,0.523,0.6940000000000001
63,1896,100.87899999999999,8.181000000000001,38,110,2484.126,1184.133,355.99,2447,1152,88,78,54.099,44.623000000000005,38.122,0.188,96.74700000000001,2451,1208,29.745,72.60300000000001,1.212,0.825,0.402
64,1898,101.406,8.478,14,110,2777.6679999999997,2597.464,570.9680000000001,2720,2529,115,123,118.054,20.47,137.438,0.073,161.276,2724,2529,133.493,43.956,5.767,0.17300000000000001,0.36200000000000004
65,1900,80.827,15.597999999999999,32,110,3371.216,2541.778,358.86,3330,2504,75,71,66.373,36.448,141.187,0.185,83.52799999999999,3330,2520,148.213,52.632,1.821,0.5489999999999999,0.5379999999999999
66,1917,99.125,6.83,80,110,2663.8540000000003,1593.098,366.17400000000004,2623,1543,75,107,107.137,22.781999999999996,126.098,0.18,123.175,2630,1545,122.4,35.344,4.703,0.213,0.555
67,1951,97.104,8.97,69,110,1489.4360000000001,2970.843,336.333,1461,2907,73,124,131.889,18.835,113.63799999999999,0.217,140.656,1464,2907,119.846,26.479,7.002000000000001,0.14300000000000002,0.636
68,1967,91.281,11.829,61,110,2618.141,1472.0639999999999,240.451,2594,1433,47,88,85.211,29.391,108.62100000000001,0.428,91.214,2600,1433,105.255,35.3,2.8989999999999996,0.345,0.742
69,2012,95.991,9.375,61,110,3107.222,1912.878,474.801,3075,1858,63,109,88.294,29.014,66.03399999999999,0.11199999999999999,111.82600000000001,3087,1967,74.97,49.193000000000005,3.043,0.32899999999999996,0.502
70,2032,100.881,6.1979999999999995,85,110,71.903,2035.862,337.647,23,1997,89,77,67.25,38.471,24.295,0.22399999999999998,97.617,24,2074,52.074,62.428999999999995,1.7480000000000002,0.5720000000000001,0.527
71,2088,104.05799999999999,4.813,84,110,2554.756,1699.9479999999999,560.382,2496,1599,92,196,122.95,21.623,111.156,0.084,209.153,2503,1599,110.428,42.775,5.686,0.17600000000000002,0.315
72,2099,100.113,7.693,53,110,2628.759,1128.789,291.563,2583,1108,94,40,78.813,33.91,179.368,0.31,96.54,2583,1108,166.827,38.664,2.324,0.43,0.7290000000000001
73,2110,92.166,12.639000000000001,51,110,3398.1490000000003,1939.5539999999999,376.57599999999996,3378,1855,40,144,133.159,20.175,99.43,0.187,147.513,3381,1855,102.529,30.962,6.6,0.152,0.611
74,2248,96.396,9.432,66,110,3062.1240000000003,2293.2529999999997,551.11,3015,2258,97,71,73.158,39.124,170.958,0.09300000000000001,101.53299999999999,3015,2272,162.814,67.775,1.87,0.535,0.43
75,2301,102.295,6.744,47,110,2653.36,1999.594,576.139,2613,1942,85,125,93.686,31.272,54.523,0.087,147.567,2616,2067,57.17100000000001,46.326,2.9960000000000004,0.33399999999999996,0.467
76,2568,69.48899999999999,27.919,0,110,420.54900000000004,3008.829,424.316,373,2978,102,76,72.119,45.336999999999996,176.229,0.179,102.24,373,3005,3.926,73.612,1.591,0.629,0.525
77,2866,94.197,9.195,72,110,2363.653,1257.859,447.68800000000005,2327,1166,85,166,166.338,21.938000000000002,112.823,0.18,179.338,2327,1166,116.13600000000001,37.118,7.582000000000001,0.132,0.647
78,2878,99.021,8.488999999999999,34,110,2793.442,1816.649,880.087,2749,1725,111,163,98.25299999999999,37.295,115.883,0.047,187.627,2749,1725,125.89299999999999,65.229,2.634,0.38,0.36700000000000005
79,3204,100.16799999999999,6.045,71,110,2106.279,96.447,607.227,2076,4,64,189,136.188,29.955,85.31700000000001,0.109,189.13,2118,193,87.87899999999999,55.433,4.546,0.22,0.35
80,3212,96.334,9.486,56,110,61.035,2473.6020000000003,513.955,21,2392,111,188,152.44799999999998,26.826999999999998,122.406,0.153,217.313,22,2392,120.105,45.895,5.683,0.17600000000000002,0.52
81,3556,99.73899999999999,8.125,54,110,3061.6220000000003,2624.4759999999997,889.2589999999999,3013,2559,95,127,78.12100000000001,57.957,90.931,0.057,127.318,3060,2686,85.946,81.704,1.348,0.742,0.45
82,3738,72.903,30.389,0,110,2105.716,1483.039,803.9630000000001,2051,1442,114,87,96.78,49.177,25.534000000000002,0.073,129.375,2051,1528,29.141,75.135,1.9680000000000002,0.508,0.589
83,3738,64.344,36.82,0,110,2072.544,1593.531,903.7439999999999,2017,1542,112,105,81.229,58.592,176.467,0.057999999999999996,120.104,2032,1647,50.744,99.008,1.386,0.721,0.42100000000000004
84,3780,99.54,8.481,39,110,3056.323,1699.418,993.928,2990,1621,144,156,111.444,43.18600000000001,49.856,0.048,179.449,2991,1777,38.211,97.051,2.5810000000000004,0.38799999999999996,0.345
85,3873,97.385,8.18,72,110,2729.3709999999996,1439.585,572.34,2665,1328,119,176,148.34799999999998,33.241,124.90700000000001,0.149,210.24,2666,1328,123.161,51.208,4.463,0.22399999999999998,0.514
86,3970,80.17699999999999,21.858,0,110,2969.075,1953.4579999999999,748.0039999999999,2897,1913,145,94,116.98,43.21,11.179,0.08900000000000001,149.64600000000002,2897,1985,14.315,72.454,2.707,0.369,0.415
87,4070,29.554000000000002,37.221,0,110,509.022,2246.775,748.85,454,2133,122,160,92.54299999999999,55.996,55.946000000000005,0.091,171.732,477,2287,63.733000000000004,117.24799999999999,1.653,0.605,0.348
88,4382,99.587,7.501,71,110,2511.4629999999997,1291.573,934.046,2462,1191,109,206,144.292,38.667,68.842,0.063,216.933,2486,1397,71.732,79.973,3.7319999999999998,0.268,0.35600000000000004
89,4433,101.391,6.279,69,110,2461.321,436.082,818.171,2390,376,147,134,90.506,62.364,140.872,0.083,170.88,2393,387,147.42600000000002,92.23100000000001,1.4509999999999998,0.6890000000000001,0.369
90,5190,81.767,15.823,20,110,2876.031,1809.96,731.335,2827,1735,107,151,104.80799999999999,63.05,85.133,0.122,159.38,2868,1886,71.33800000000001,92.91799999999999,1.662,0.602,0.507
91,5193,59.623000000000005,27.635,0,110,3215.5609999999997,1370.07,621.862,3109,1277,204,192,281.967,23.449,138.183,0.16899999999999998,273.673,3114,1277,135.74,29.744,12.025,0.083,0.727
92,5354,87.367,13.18,6,110,2762.015,1586.4,728.181,2704,1522,111,121,91.296,74.669,125.35700000000001,0.127,138.311,2741,1522,118.97399999999999,104.56200000000001,1.2229999999999999,0.818,0.551
93,5707,99.295,7.835,73,110,2297.246,277.212,1388.9720000000002,2187,175,180,283,143.421,50.665,117.139,0.037000000000000005,323.487,2189,178,120.052,127.75,2.8310000000000004,0.353,0.237
94,6050,100.681,6.2989999999999995,61,110,2370.357,193.74400000000003,1135.609,2325,28,94,322,249.391,30.888,96.553,0.059000000000000004,332.962,2325,30,106.04,62.589,8.074,0.124,0.342
95,6239,49.402,36.39,0,110,1914.876,2141.0679999999998,808.8910000000001,1823,2086,145,136,100.214,79.268,57.565,0.12,153.056,1861,2202,48.708,123.494,1.264,0.7909999999999999,0.503
96,6280,97.39,12.124,51,110,2659.9570000000003,1432.64,930.087,2588,1340,145,197,181.363,44.088,124.632,0.091,233.26,2591,1344,124.167,68.505,4.114,0.243,0.514
97,17776,43.483999999999995,39.366,0,110,2375.886,2470.395,1796.611,2259,2250,238,374,179.75900000000001,125.90799999999999,48.363,0.069,392.23699999999997,2303,2620,70.179,233.563,1.4280000000000002,0.7,0.314
98,33405,54.544,37.446999999999996,0,110,2483.386,2675.175,3072.446,2291,2322,303,662,313.101,135.843,75.146,0.044000000000000004,662.2180000000001,2574,2322,91.471,301.496,2.305,0.434,0.264
99,58616,44.245,40.312,0,110,3237.607,2196.601,6936.092,2866,1931,586,598,320.925,232.553,116.19200000000001,0.015,653.028,2961,2029,133.076,481.291,1.38,0.725,0.247
